frase,label
"Pagar boleto no valor de R$ 449,52",Pagamento
"Transferir R$ 3953,23 para a conta poupança",Pagamento
"Transferir R$ 1308,25 para Maria",Pagamento
Realizar transferência de R$ 4727 para Pedro,Pagamento
"Efetuar o pagamento da assinatura de R$ 4265,23",Pagamento
"Efetuar o pagamento da fatura de R$ 2816,12",Pagamento
Pagar boleto no valor de R$ 1748,Pagamento
Efetuar o pagamento da assinatura de R$ 1463,Pagamento
"Agendar pagamento de R$ 2405,48 para amanhã",Pagamento
"Agendar pagamento de R$ 3872,57 para amanhã",Pagamento
"Pagar a conta de luz no valor de R$ 1184,36",Pagamento
Efetuar o pagamento da assinatura de R$ 2846,Pagamento
"Transferir R$ 4654,64 para Maria",Pagamento
Realizar pagamento via PIX no valor de R$ 691,Pagamento
Efetuar o pagamento da assinatura de R$ 3092,Pagamento
"Agendar pagamento de R$ 3118,15 para amanhã",Pagamento
"Fazer o pagamento do aluguel de R$ 4941,67",Pagamento
Efetuar o pagamento da fatura de R$ 2017,Pagamento
"Enviar pagamento no valor de R$ 2094,89",Pagamento
Pagar a conta de luz no valor de R$ 3942,Pagamento
"Efetuar o pagamento da assinatura de R$ 4191,43",Pagamento
Transferir R$ 2330 para Maria,Pagamento
Enviar pagamento no valor de R$ 2208,Pagamento
Realizar transferência de R$ 1569 para Pedro,Pagamento
"Transferir R$ 2399,68 para a conta poupança",Pagamento
Fazer o pagamento do aluguel de R$ 478,Pagamento
Fazer o pagamento do aluguel de R$ 41,Pagamento
"Realizar pagamento via PIX no valor de R$ 4014,79",Pagamento
Fazer o pagamento do aluguel de R$ 4847,Pagamento
"Pagar a conta de luz no valor de R$ 310,29",Pagamento
Realizar transferência de R$ 1801 para Pedro,Pagamento
Agendar pagamento de R$ 4956 para amanhã,Pagamento
"Transferir R$ 4826,33 para Maria",Pagamento
Quitar a fatura pendente de R$ 4459,Pagamento
Pagar a conta de luz no valor de R$ 3347,Pagamento
Pagar boleto no valor de R$ 106,Pagamento
"Efetuar o pagamento da assinatura de R$ 2424,13",Pagamento
Quitar a fatura pendente de R$ 2035,Pagamento
"Realizar pagamento via PIX no valor de R$ 4843,59",Pagamento
"Transferir R$ 1662,40 para a conta poupança",Pagamento
"Efetuar o pagamento da fatura de R$ 1219,41",Pagamento
"Quitar a fatura pendente de R$ 3781,50",Pagamento
"Quitar a fatura pendente de R$ 4643,88",Pagamento
"Fazer o pagamento do aluguel de R$ 3960,97",Pagamento
"Efetuar o pagamento da assinatura de R$ 718,33",Pagamento
"Transferir R$ 4845,85 para Maria",Pagamento
"Quitar a fatura pendente de R$ 2809,25",Pagamento
"Realizar transferência de R$ 3954,32 para Pedro",Pagamento
Efetuar o pagamento da fatura de R$ 2783,Pagamento
"Agendar pagamento de R$ 2941,36 para amanhã",Pagamento
Agendar pagamento de R$ 934 para amanhã,Pagamento
Efetuar o pagamento da assinatura de R$ 4318,Pagamento
Efetuar o pagamento da assinatura de R$ 720,Pagamento
Transferir R$ 4668 para a conta poupança,Pagamento
Realizar pagamento via PIX no valor de R$ 3030,Pagamento
"Efetuar o pagamento da fatura de R$ 3783,54",Pagamento
"Transferir R$ 4231,93 para Maria",Pagamento
"Efetuar o pagamento da fatura de R$ 833,31",Pagamento
"Transferir R$ 2708,42 para a conta poupança",Pagamento
"Agendar pagamento de R$ 2043,50 para amanhã",Pagamento
Pagar boleto no valor de R$ 4111,Pagamento
Realizar transferência de R$ 3852 para Pedro,Pagamento
"Realizar pagamento via PIX no valor de R$ 2746,30",Pagamento
Efetuar o pagamento da assinatura de R$ 387,Pagamento
"Fazer o pagamento do aluguel de R$ 3536,66",Pagamento
Pagar boleto no valor de R$ 3416,Pagamento
"Quitar a fatura pendente de R$ 3526,50",Pagamento
Transferir R$ 144 para Maria,Pagamento
"Pagar boleto no valor de R$ 4108,19",Pagamento
"Realizar pagamento via PIX no valor de R$ 3864,26",Pagamento
"Pagar boleto no valor de R$ 3282,30",Pagamento
Realizar pagamento via PIX no valor de R$ 2626,Pagamento
"Fazer o pagamento do aluguel de R$ 4126,83",Pagamento
"Pagar boleto no valor de R$ 876,11",Pagamento
"Realizar pagamento via PIX no valor de R$ 45,77",Pagamento
"Realizar pagamento via PIX no valor de R$ 1652,37",Pagamento
Efetuar o pagamento da fatura de R$ 4597,Pagamento
"Transferir R$ 1600,58 para a conta poupança",Pagamento
Agendar pagamento de R$ 708 para amanhã,Pagamento
Pagar a conta de luz no valor de R$ 4296,Pagamento
Transferir R$ 201 para a conta poupança,Pagamento
Realizar pagamento via PIX no valor de R$ 690,Pagamento
"Realizar pagamento via PIX no valor de R$ 3005,38",Pagamento
Agendar pagamento de R$ 2421 para amanhã,Pagamento
Transferir R$ 626 para Maria,Pagamento
"Quitar a fatura pendente de R$ 2494,34",Pagamento
Realizar transferência de R$ 4037 para Pedro,Pagamento
Realizar pagamento via PIX no valor de R$ 3385,Pagamento
Efetuar o pagamento da assinatura de R$ 522,Pagamento
Transferir R$ 2088 para a conta poupança,Pagamento
Transferir R$ 2434 para a conta poupança,Pagamento
"Agendar pagamento de R$ 4343,50 para amanhã",Pagamento
Efetuar o pagamento da assinatura de R$ 3566,Pagamento
Pagar boleto no valor de R$ 1696,Pagamento
"Enviar pagamento no valor de R$ 4127,82",Pagamento
Agendar pagamento de R$ 1088 para amanhã,Pagamento
"Transferir R$ 932,12 para Maria",Pagamento
Efetuar o pagamento da assinatura de R$ 4243,Pagamento
"Enviar pagamento no valor de R$ 609,66",Pagamento
"Efetuar o pagamento da assinatura de R$ 3159,28",Pagamento
Quitar a fatura pendente de R$ 3135,Pagamento
Realizar pagamento via PIX no valor de R$ 445,Pagamento
"Realizar transferência de R$ 3921,78 para Pedro",Pagamento
"Fazer o pagamento do aluguel de R$ 4878,45",Pagamento
Transferir R$ 4463 para Maria,Pagamento
Realizar transferência de R$ 2767 para Pedro,Pagamento
Enviar pagamento no valor de R$ 2360,Pagamento
"Enviar pagamento no valor de R$ 4247,98",Pagamento
Agendar pagamento de R$ 1979 para amanhã,Pagamento
"Efetuar o pagamento da assinatura de R$ 3581,59",Pagamento
Transferir R$ 4209 para a conta poupança,Pagamento
"Quitar a fatura pendente de R$ 369,24",Pagamento
"Pagar boleto no valor de R$ 4132,55",Pagamento
"Agendar pagamento de R$ 580,41 para amanhã",Pagamento
"Agendar pagamento de R$ 2991,30 para amanhã",Pagamento
Pagar a conta de luz no valor de R$ 298,Pagamento
"Realizar transferência de R$ 1650,70 para Pedro",Pagamento
"Realizar pagamento via PIX no valor de R$ 344,13",Pagamento
"Fazer o pagamento do aluguel de R$ 2355,82",Pagamento
Efetuar o pagamento da assinatura de R$ 1928,Pagamento
"Transferir R$ 2245,49 para a conta poupança",Pagamento
Fazer o pagamento do aluguel de R$ 4061,Pagamento
"Pagar a conta de luz no valor de R$ 214,17",Pagamento
Efetuar o pagamento da assinatura de R$ 2920,Pagamento
"Pagar a conta de luz no valor de R$ 2123,18",Pagamento
Enviar pagamento no valor de R$ 1039,Pagamento
"Pagar boleto no valor de R$ 831,39",Pagamento
"Realizar pagamento via PIX no valor de R$ 3856,77",Pagamento
"Agendar pagamento de R$ 818,12 para amanhã",Pagamento
Efetuar o pagamento da fatura de R$ 4977,Pagamento
Quitar a fatura pendente de R$ 2613,Pagamento
Fazer o pagamento do aluguel de R$ 3732,Pagamento
"Pagar boleto no valor de R$ 3548,14",Pagamento
"Pagar boleto no valor de R$ 4576,67",Pagamento
Transferir R$ 3304 para a conta poupança,Pagamento
Enviar pagamento no valor de R$ 1319,Pagamento
"Realizar pagamento via PIX no valor de R$ 1416,13",Pagamento
Enviar pagamento no valor de R$ 1495,Pagamento
Agendar pagamento de R$ 2259 para amanhã,Pagamento
"Transferir R$ 553,48 para a conta poupança",Pagamento
"Quitar a fatura pendente de R$ 2173,79",Pagamento
"Quitar a fatura pendente de R$ 1557,97",Pagamento
"Quitar a fatura pendente de R$ 1380,61",Pagamento
Enviar pagamento no valor de R$ 1395,Pagamento
"Quitar a fatura pendente de R$ 4039,19",Pagamento
Agendar pagamento de R$ 3176 para amanhã,Pagamento
Fazer o pagamento do aluguel de R$ 4830,Pagamento
"Pagar a conta de luz no valor de R$ 505,51",Pagamento
Realizar pagamento via PIX no valor de R$ 3614,Pagamento
Enviar pagamento no valor de R$ 4397,Pagamento
Efetuar o pagamento da fatura de R$ 1613,Pagamento
Realizar transferência de R$ 3638 para Pedro,Pagamento
Pagar a conta de luz no valor de R$ 210,Pagamento
"Fazer o pagamento do aluguel de R$ 2050,54",Pagamento
Pagar a conta de luz no valor de R$ 4831,Pagamento
"Efetuar o pagamento da assinatura de R$ 4789,63",Pagamento
Quitar a fatura pendente de R$ 678,Pagamento
"Transferir R$ 4100,25 para a conta poupança",Pagamento
"Transferir R$ 2314,10 para a conta poupança",Pagamento
"Pagar a conta de luz no valor de R$ 4718,29",Pagamento
"Quitar a fatura pendente de R$ 1804,60",Pagamento
"Pagar a conta de luz no valor de R$ 4834,50",Pagamento
"Realizar pagamento via PIX no valor de R$ 1372,94",Pagamento
Pagar boleto no valor de R$ 1929,Pagamento
Agendar pagamento de R$ 3787 para amanhã,Pagamento
Transferir R$ 4143 para Maria,Pagamento
Realizar pagamento via PIX no valor de R$ 2932,Pagamento
"Efetuar o pagamento da fatura de R$ 3831,89",Pagamento
"Transferir R$ 3887,87 para Maria",Pagamento
"Agendar pagamento de R$ 1813,36 para amanhã",Pagamento
"Efetuar o pagamento da fatura de R$ 4228,56",Pagamento
Efetuar o pagamento da assinatura de R$ 3476,Pagamento
"Agendar pagamento de R$ 1492,65 para amanhã",Pagamento
Pagar a conta de luz no valor de R$ 1919,Pagamento
Efetuar o pagamento da fatura de R$ 564,Pagamento
"Efetuar o pagamento da fatura de R$ 2970,35",Pagamento
Transferir R$ 237 para Maria,Pagamento
Efetuar o pagamento da assinatura de R$ 3101,Pagamento
"Efetuar o pagamento da fatura de R$ 294,26",Pagamento
Quitar a fatura pendente de R$ 1591,Pagamento
Realizar transferência de R$ 3526 para Pedro,Pagamento
Pagar a conta de luz no valor de R$ 3743,Pagamento
"Pagar boleto no valor de R$ 3077,60",Pagamento
Realizar transferência de R$ 2774 para Pedro,Pagamento
"Pagar a conta de luz no valor de R$ 2529,44",Pagamento
Quitar a fatura pendente de R$ 3053,Pagamento
Pagar a conta de luz no valor de R$ 3991,Pagamento
Realizar transferência de R$ 4719 para Pedro,Pagamento
Pagar a conta de luz no valor de R$ 730,Pagamento
Pagar boleto no valor de R$ 2463,Pagamento
Enviar pagamento no valor de R$ 3023,Pagamento
"Transferir R$ 1586,16 para a conta poupança",Pagamento
Transferir R$ 2001 para Maria,Pagamento
"Realizar pagamento via PIX no valor de R$ 637,59",Pagamento
Quitar a fatura pendente de R$ 3424,Pagamento
Transferir R$ 3195 para a conta poupança,Pagamento
"Agendar pagamento de R$ 4818,20 para amanhã",Pagamento
"Quitar a fatura pendente de R$ 2300,15",Pagamento
Pagar boleto no valor de R$ 2302,Pagamento
"Enviar pagamento no valor de R$ 866,82",Pagamento
"Transferir R$ 1290,25 para a conta poupança",Pagamento
"Pagar boleto no valor de R$ 451,44",Pagamento
Pagar a conta de luz no valor de R$ 72,Pagamento
"Realizar transferência de R$ 2872,24 para Pedro",Pagamento
Transferir R$ 1691 para Maria,Pagamento
"Transferir R$ 2152,25 para a conta poupança",Pagamento
Fazer o pagamento do aluguel de R$ 4980,Pagamento
"Agendar pagamento de R$ 1537,23 para amanhã",Pagamento
Transferir R$ 4610 para a conta poupança,Pagamento
"Efetuar o pagamento da assinatura de R$ 915,26",Pagamento
Pagar boleto no valor de R$ 3786,Pagamento
Realizar transferência de R$ 2205 para Pedro,Pagamento
"Quitar a fatura pendente de R$ 3330,94",Pagamento
Transferir R$ 4807 para Maria,Pagamento
Fazer o pagamento do aluguel de R$ 1157,Pagamento
Efetuar o pagamento da fatura de R$ 3669,Pagamento
"Realizar pagamento via PIX no valor de R$ 4022,36",Pagamento
Realizar transferência de R$ 3786 para Pedro,Pagamento
Agendar pagamento de R$ 651 para amanhã,Pagamento
Pagar a conta de luz no valor de R$ 4627,Pagamento
"Pagar boleto no valor de R$ 2462,42",Pagamento
"Fazer o pagamento do aluguel de R$ 900,81",Pagamento
"Fazer o pagamento do aluguel de R$ 3150,18",Pagamento
Efetuar o pagamento da fatura de R$ 3386,Pagamento
Efetuar o pagamento da assinatura de R$ 4857,Pagamento
"Pagar a conta de luz no valor de R$ 3018,11",Pagamento
"Transferir R$ 1910,82 para a conta poupança",Pagamento
"Transferir R$ 4858,20 para a conta poupança",Pagamento
"Realizar pagamento via PIX no valor de R$ 3089,94",Pagamento
"Enviar pagamento no valor de R$ 4684,32",Pagamento
Enviar pagamento no valor de R$ 3332,Pagamento
"Transferir R$ 240,97 para Maria",Pagamento
"Realizar pagamento via PIX no valor de R$ 3276,96",Pagamento
"Transferir R$ 3941,82 para Maria",Pagamento
"Enviar pagamento no valor de R$ 1748,24",Pagamento
"Pagar a conta de luz no valor de R$ 2163,22",Pagamento
"Agendar pagamento de R$ 3114,90 para amanhã",Pagamento
"Enviar pagamento no valor de R$ 1456,36",Pagamento
"Efetuar o pagamento da assinatura de R$ 3113,32",Pagamento
"Efetuar o pagamento da assinatura de R$ 2114,25",Pagamento
Quitar a fatura pendente de R$ 301,Pagamento
"Efetuar o pagamento da assinatura de R$ 4843,55",Pagamento
"Pagar a conta de luz no valor de R$ 1896,38",Pagamento
Fazer o pagamento do aluguel de R$ 3792,Pagamento
"Transferir R$ 4555,55 para a conta poupança",Pagamento
Pagar a conta de luz no valor de R$ 2903,Pagamento
"Quitar a fatura pendente de R$ 842,81",Pagamento
"Pagar boleto no valor de R$ 4352,44",Pagamento
Transferir R$ 244 para a conta poupança,Pagamento
Transferir R$ 1209 para Maria,Pagamento
"Transferir R$ 383,33 para a conta poupança",Pagamento
Pagar a conta de luz no valor de R$ 1080,Pagamento
"Transferir R$ 582,69 para Maria",Pagamento
"Efetuar o pagamento da fatura de R$ 4583,34",Pagamento
"Efetuar o pagamento da fatura de R$ 2639,80",Pagamento
Quitar a fatura pendente de R$ 4672,Pagamento
Pagar a conta de luz no valor de R$ 1561,Pagamento
"Transferir R$ 4860,40 para Maria",Pagamento
Fazer o pagamento do aluguel de R$ 1275,Pagamento
"Efetuar o pagamento da assinatura de R$ 3696,55",Pagamento
Transferir R$ 4286 para a conta poupança,Pagamento
"Agendar pagamento de R$ 2584,66 para amanhã",Pagamento
"Realizar transferência de R$ 593,80 para Pedro",Pagamento
Transferir R$ 3187 para a conta poupança,Pagamento
"Realizar pagamento via PIX no valor de R$ 1010,10",Pagamento
"Transferir R$ 3512,35 para Maria",Pagamento
"Efetuar o pagamento da assinatura de R$ 4389,72",Pagamento
Agendar pagamento de R$ 3897 para amanhã,Pagamento
Realizar transferência de R$ 2511 para Pedro,Pagamento
Fazer o pagamento do aluguel de R$ 9,Pagamento
"Realizar pagamento via PIX no valor de R$ 646,64",Pagamento
Fazer o pagamento do aluguel de R$ 1135,Pagamento
"Efetuar o pagamento da assinatura de R$ 1100,27",Pagamento
Pagar a conta de luz no valor de R$ 2548,Pagamento
Realizar pagamento via PIX no valor de R$ 2100,Pagamento
Efetuar o pagamento da fatura de R$ 4926,Pagamento
"Fazer o pagamento do aluguel de R$ 2876,25",Pagamento
"Efetuar o pagamento da assinatura de R$ 2612,48",Pagamento
"Quitar a fatura pendente de R$ 893,11",Pagamento
Pagar a conta de luz no valor de R$ 387,Pagamento
Efetuar o pagamento da assinatura de R$ 3331,Pagamento
"Realizar pagamento via PIX no valor de R$ 3586,76",Pagamento
"Quitar a fatura pendente de R$ 514,34",Pagamento
Quitar a fatura pendente de R$ 4866,Pagamento
Transferir R$ 1028 para a conta poupança,Pagamento
Quitar a fatura pendente de R$ 3764,Pagamento
"Quitar a fatura pendente de R$ 772,18",Pagamento
Pagar boleto no valor de R$ 3224,Pagamento
"Quitar a fatura pendente de R$ 4058,67",Pagamento
"Quitar a fatura pendente de R$ 4895,56",Pagamento
Pagar boleto no valor de R$ 1565,Pagamento
Pagar a conta de luz no valor de R$ 1698,Pagamento
Enviar pagamento no valor de R$ 4851,Pagamento
"Pagar a conta de luz no valor de R$ 3339,50",Pagamento
"Enviar pagamento no valor de R$ 714,70",Pagamento
"Transferir R$ 2605,60 para a conta poupança",Pagamento
Efetuar o pagamento da fatura de R$ 381,Pagamento
Realizar transferência de R$ 2153 para Pedro,Pagamento
"Pagar a conta de luz no valor de R$ 4960,20",Pagamento
"Efetuar o pagamento da assinatura de R$ 2776,37",Pagamento
"Quitar a fatura pendente de R$ 4289,61",Pagamento
Agendar pagamento de R$ 866 para amanhã,Pagamento
"Efetuar o pagamento da fatura de R$ 3948,79",Pagamento
"Fazer o pagamento do aluguel de R$ 1864,41",Pagamento
Fazer o pagamento do aluguel de R$ 4622,Pagamento
Agendar pagamento de R$ 1057 para amanhã,Pagamento
"Quitar a fatura pendente de R$ 3625,55",Pagamento
"Efetuar o pagamento da assinatura de R$ 2815,85",Pagamento
Efetuar o pagamento da assinatura de R$ 3295,Pagamento
Pagar boleto no valor de R$ 3443,Pagamento
Enviar pagamento no valor de R$ 219,Pagamento
Pagar a conta de luz no valor de R$ 4266,Pagamento
"Fazer o pagamento do aluguel de R$ 727,34",Pagamento
Agendar pagamento de R$ 4373 para amanhã,Pagamento
Agendar pagamento de R$ 4567 para amanhã,Pagamento
Quitar a fatura pendente de R$ 1996,Pagamento
"Transferir R$ 32,17 para Maria",Pagamento
Transferir R$ 3848 para Maria,Pagamento
Quitar a fatura pendente de R$ 846,Pagamento
Fazer o pagamento do aluguel de R$ 3207,Pagamento
"Fazer o pagamento do aluguel de R$ 4832,15",Pagamento
Realizar transferência de R$ 194 para Pedro,Pagamento
Transferir R$ 3262 para Maria,Pagamento
"Realizar transferência de R$ 4820,70 para Pedro",Pagamento
"Transferir R$ 2862,65 para a conta poupança",Pagamento
Quitar a fatura pendente de R$ 2952,Pagamento
"Efetuar o pagamento da assinatura de R$ 1280,74",Pagamento
"Realizar pagamento via PIX no valor de R$ 1530,36",Pagamento
"Agendar pagamento de R$ 1704,77 para amanhã",Pagamento
Pagar boleto no valor de R$ 4636,Pagamento
Agendar pagamento de R$ 3216 para amanhã,Pagamento
Efetuar o pagamento da assinatura de R$ 3693,Pagamento
"Quitar a fatura pendente de R$ 3462,56",Pagamento
"Pagar boleto no valor de R$ 2549,69",Pagamento
Fazer o pagamento do aluguel de R$ 4615,Pagamento
Realizar pagamento via PIX no valor de R$ 3148,Pagamento
"Realizar transferência de R$ 2035,26 para Pedro",Pagamento
"Transferir R$ 981,10 para a conta poupança",Pagamento
Transferir R$ 2431 para a conta poupança,Pagamento
Fazer o pagamento do aluguel de R$ 2182,Pagamento
Enviar pagamento no valor de R$ 2616,Pagamento
Realizar pagamento via PIX no valor de R$ 2425,Pagamento
"Efetuar o pagamento da fatura de R$ 4628,25",Pagamento
"Realizar pagamento via PIX no valor de R$ 2322,19",Pagamento
Fazer o pagamento do aluguel de R$ 1680,Pagamento
Transferir R$ 983 para a conta poupança,Pagamento
"Realizar pagamento via PIX no valor de R$ 1120,23",Pagamento
Realizar pagamento via PIX no valor de R$ 4708,Pagamento
Efetuar o pagamento da fatura de R$ 4563,Pagamento
"Realizar pagamento via PIX no valor de R$ 823,81",Pagamento
Pagar boleto no valor de R$ 2014,Pagamento
"Quitar a fatura pendente de R$ 3070,21",Pagamento
"Pagar a conta de luz no valor de R$ 4074,56",Pagamento
Transferir R$ 2776 para Maria,Pagamento
"Transferir R$ 1477,27 para Maria",Pagamento
"Transferir R$ 4824,57 para a conta poupança",Pagamento
Quitar a fatura pendente de R$ 3631,Pagamento
Realizar transferência de R$ 413 para Pedro,Pagamento
Pagar boleto no valor de R$ 4667,Pagamento
Transferir R$ 3180 para a conta poupança,Pagamento
"Fazer o pagamento do aluguel de R$ 2065,28",Pagamento
Efetuar o pagamento da fatura de R$ 3518,Pagamento
"Realizar pagamento via PIX no valor de R$ 4855,18",Pagamento
"Transferir R$ 1608,82 para Maria",Pagamento
Pagar a conta de luz no valor de R$ 625,Pagamento
Transferir R$ 4041 para a conta poupança,Pagamento
"Realizar pagamento via PIX no valor de R$ 124,16",Pagamento
Pagar a conta de luz no valor de R$ 2915,Pagamento
Realizar transferência de R$ 2035 para Pedro,Pagamento
"Realizar pagamento via PIX no valor de R$ 504,59",Pagamento
Quitar a fatura pendente de R$ 2413,Pagamento
"Efetuar o pagamento da assinatura de R$ 1267,11",Pagamento
"Realizar pagamento via PIX no valor de R$ 4451,49",Pagamento
"Pagar a conta de luz no valor de R$ 4551,42",Pagamento
"Quitar a fatura pendente de R$ 3667,37",Pagamento
Efetuar o pagamento da assinatura de R$ 1665,Pagamento
Agendar pagamento de R$ 4525 para amanhã,Pagamento
Fazer o pagamento do aluguel de R$ 2250,Pagamento
"Pagar boleto no valor de R$ 4824,38",Pagamento
"Realizar transferência de R$ 1965,52 para Pedro",Pagamento
Pagar a conta de luz no valor de R$ 4046,Pagamento
"Transferir R$ 287,71 para a conta poupança",Pagamento
Efetuar o pagamento da assinatura de R$ 4572,Pagamento
"Efetuar o pagamento da fatura de R$ 4522,83",Pagamento
Quitar a fatura pendente de R$ 3874,Pagamento
"Realizar pagamento via PIX no valor de R$ 1366,11",Pagamento
"Efetuar o pagamento da fatura de R$ 3388,87",Pagamento
"Pagar boleto no valor de R$ 1337,83",Pagamento
Efetuar o pagamento da assinatura de R$ 2947,Pagamento
Pagar boleto no valor de R$ 3615,Pagamento
Realizar transferência de R$ 112 para Pedro,Pagamento
Enviar pagamento no valor de R$ 3053,Pagamento
"Enviar pagamento no valor de R$ 4960,74",Pagamento
Fazer o pagamento do aluguel de R$ 3619,Pagamento
Realizar pagamento via PIX no valor de R$ 896,Pagamento
"Efetuar o pagamento da fatura de R$ 3619,92",Pagamento
"Pagar boleto no valor de R$ 1625,60",Pagamento
Efetuar o pagamento da fatura de R$ 3367,Pagamento
"Realizar transferência de R$ 2691,95 para Pedro",Pagamento
"Realizar pagamento via PIX no valor de R$ 2775,74",Pagamento
"Pagar boleto no valor de R$ 3922,52",Pagamento
Quitar a fatura pendente de R$ 594,Pagamento
Pagar a conta de luz no valor de R$ 2110,Pagamento
"Efetuar o pagamento da assinatura de R$ 2582,35",Pagamento
"Fazer o pagamento do aluguel de R$ 2161,24",Pagamento
Realizar pagamento via PIX no valor de R$ 4259,Pagamento
"Realizar pagamento via PIX no valor de R$ 4894,64",Pagamento
"Pagar boleto no valor de R$ 4385,66",Pagamento
"Realizar transferência de R$ 3583,72 para Pedro",Pagamento
Transferir R$ 3001 para a conta poupança,Pagamento
Pagar boleto no valor de R$ 2500,Pagamento
Realizar transferência de R$ 4999 para Pedro,Pagamento
"Fazer o pagamento do aluguel de R$ 3988,88",Pagamento
"Enviar pagamento no valor de R$ 1460,31",Pagamento
Transferir R$ 1767 para Maria,Pagamento
"Realizar transferência de R$ 1852,94 para Pedro",Pagamento
"Agendar pagamento de R$ 790,86 para amanhã",Pagamento
Realizar transferência de R$ 2703 para Pedro,Pagamento
"Enviar pagamento no valor de R$ 1018,72",Pagamento
Realizar transferência de R$ 1657 para Pedro,Pagamento
"Agendar pagamento de R$ 2599,12 para amanhã",Pagamento
Efetuar o pagamento da assinatura de R$ 4471,Pagamento
"Pagar a conta de luz no valor de R$ 4902,55",Pagamento
"Efetuar o pagamento da assinatura de R$ 1323,20",Pagamento
Transferir R$ 3977 para Maria,Pagamento
"Pagar a conta de luz no valor de R$ 4839,48",Pagamento
"Agendar pagamento de R$ 859,56 para amanhã",Pagamento
"Efetuar o pagamento da fatura de R$ 217,47",Pagamento
Realizar pagamento via PIX no valor de R$ 1435,Pagamento
"Fazer o pagamento do aluguel de R$ 4674,14",Pagamento
Efetuar o pagamento da assinatura de R$ 4888,Pagamento
Quitar a fatura pendente de R$ 4850,Pagamento
Realizar pagamento via PIX no valor de R$ 3027,Pagamento
"Pagar a conta de luz no valor de R$ 4016,92",Pagamento
"Agendar pagamento de R$ 164,64 para amanhã",Pagamento
Enviar pagamento no valor de R$ 4325,Pagamento
Pagar a conta de luz no valor de R$ 4886,Pagamento
"Agendar pagamento de R$ 4262,99 para amanhã",Pagamento
Transferir R$ 3693 para Maria,Pagamento
"Quitar a fatura pendente de R$ 51,36",Pagamento
"Realizar pagamento via PIX no valor de R$ 1858,50",Pagamento
Pagar boleto no valor de R$ 3772,Pagamento
Transferir R$ 4000 para Maria,Pagamento
Fazer o pagamento do aluguel de R$ 1483,Pagamento
Enviar pagamento no valor de R$ 4281,Pagamento
Realizar transferência de R$ 2898 para Pedro,Pagamento
Efetuar o pagamento da assinatura de R$ 2322,Pagamento
"Efetuar o pagamento da fatura de R$ 4977,29",Pagamento
"Quitar a fatura pendente de R$ 1527,82",Pagamento
Agendar pagamento de R$ 3573 para amanhã,Pagamento
Realizar pagamento via PIX no valor de R$ 1223,Pagamento
Enviar pagamento no valor de R$ 787,Pagamento
Realizar transferência de R$ 1049 para Pedro,Pagamento
Transferir R$ 362 para a conta poupança,Pagamento
Realizar pagamento via PIX no valor de R$ 1460,Pagamento
"Enviar pagamento no valor de R$ 2604,68",Pagamento
Fazer o pagamento do aluguel de R$ 3060,Pagamento
"Transferir R$ 3495,33 para Maria",Pagamento
"Transferir R$ 3050,17 para Maria",Pagamento
Transferir R$ 1493 para Maria,Pagamento
Agendar pagamento de R$ 4494 para amanhã,Pagamento
Efetuar o pagamento da fatura de R$ 2140,Pagamento
"Realizar pagamento via PIX no valor de R$ 3563,72",Pagamento
Realizar transferência de R$ 1776 para Pedro,Pagamento
Efetuar o pagamento da fatura de R$ 1707,Pagamento
"Efetuar o pagamento da fatura de R$ 2615,39",Pagamento
Pagar boleto no valor de R$ 1156,Pagamento
"Efetuar o pagamento da assinatura de R$ 2060,76",Pagamento
"Fazer o pagamento do aluguel de R$ 4457,26",Pagamento
Pagar a conta de luz no valor de R$ 3534,Pagamento
Quitar a fatura pendente de R$ 331,Pagamento
Transferir R$ 731 para Maria,Pagamento
Enviar pagamento no valor de R$ 3552,Pagamento
"Fazer o pagamento do aluguel de R$ 2837,72",Pagamento
Efetuar o pagamento da fatura de R$ 1872,Pagamento
"Realizar transferência de R$ 1117,24 para Pedro",Pagamento
"Transferir R$ 4205,59 para a conta poupança",Pagamento
Realizar pagamento via PIX no valor de R$ 3777,Pagamento
Efetuar o pagamento da fatura de R$ 942,Pagamento
"Pagar boleto no valor de R$ 4062,61",Pagamento
"Fazer o pagamento do aluguel de R$ 4307,47",Pagamento
Realizar transferência de R$ 4055 para Pedro,Pagamento
Fazer o pagamento do aluguel de R$ 4815,Pagamento
Pagar boleto no valor de R$ 203,Pagamento
Efetuar o pagamento da assinatura de R$ 357,Pagamento
"Realizar pagamento via PIX no valor de R$ 2918,63",Pagamento
Transferir R$ 4578 para Maria,Pagamento
Efetuar o pagamento da fatura de R$ 1750,Pagamento
"Transferir R$ 931,20 para Maria",Pagamento
Agendar pagamento de R$ 3746 para amanhã,Pagamento
"Transferir R$ 3961,84 para Maria",Pagamento
"Transferir R$ 1079,98 para a conta poupança",Pagamento
Pagar a conta de luz no valor de R$ 2479,Pagamento
"Quitar a fatura pendente de R$ 2219,18",Pagamento
"Realizar transferência de R$ 548,76 para Pedro",Pagamento
Quitar a fatura pendente de R$ 1257,Pagamento
"Pagar boleto no valor de R$ 3261,81",Pagamento
Pagar a conta de luz no valor de R$ 2063,Pagamento
Transferir R$ 4676 para Maria,Pagamento
Agendar pagamento de R$ 3355 para amanhã,Pagamento
Verificar saldo em conta conjunta,Consulta Saldo
Consultar saldo atualizado,Consulta Saldo
Consultar saldo atualizado,Consulta Saldo
Consultar quanto tenho no banco,Consulta Saldo
